"strain_1","strain_2","strain_3","name","media","init_OD","temperature","replicate","row","col","well","pH","anomalous","time","OD600","OD730","RFP","GFP","column","normalised_OD"
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,3,"E",11,"E11",7.2,"no",13200,0.189,0.176,27,1774,11,0.03775
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,4,"E",12,"E12",7.2,"no",13200,0.175,0.167,25,1763,12,0.02375
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,1,"F",1,"F1",7,"no",13200,0.145,0.135,49,3076,1,-0.00625
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,2,"F",2,"F2",7,"no",13200,0.149,0.139,51,3185,2,-0.00225
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,3,"F",3,"F3",7,"no",13200,0.147,0.138,47,3076,3,-0.00425
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,4,"F",4,"F4",7,"no",13200,0.158,0.147,57,3134,4,0.00675000000000001
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",13200,0.151,0.143,9,246,5,-0.00025
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",13200,0.151,0.144,11,254,6,-0.00025
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",13200,0.166,0.159,3,242,7,0.01475
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",13200,0.167,0.161,6,266,8,0.01575
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",13200,0.174,0.163,33,1775,9,0.02275
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",13200,0.188,0.177,29,1735,10,0.03675
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",13200,0.187,0.173,31,1772,11,0.03575
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",13200,0.188,0.175,28,1755,12,0.03675
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",13200,0.145,0.135,52,3072,1,-0.00625
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",13200,0.147,0.137,60,3113,2,-0.00425
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",13200,0.152,0.141,48,3167,3,0.000750000000000001
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",13200,0.147,0.138,53,3066,4,-0.00425
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",13200,0.169,0.159,6,265,5,0.01775
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",13200,0.163,0.157,8,295,6,0.01175
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",13200,0.179,0.17,7,255,7,0.02775
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",13200,0.175,0.166,5,258,8,0.02375
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",13200,0.171,0.163,30,1765,9,0.01975
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",13200,0.166,0.158,33,1735,10,0.01475
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",13200,0.181,0.172,28,1744,11,0.02975
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",13200,0.162,0.152,31,1751,12,0.01075
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",13200,0.15,0.14,50,3091,1,-0.00125
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",13200,0.153,0.143,49,3192,2,0.00175
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,3,"H",3,"H3",7,"no",13200,0.158,0.148,48,3064,3,0.00675000000000001
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,4,"H",4,"H4",7,"no",13200,0.151,0.142,54,3086,4,-0.00025
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,1,"H",5,"H5",7.5,"no",13200,0.158,0.15,8,271,5,0.00675000000000001
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,2,"H",6,"H6",7.5,"no",13200,0.163,0.156,1,254,6,0.01175
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,3,"H",7,"H7",7.5,"no",13200,0.167,0.157,15,281,7,0.01575
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,4,"H",8,"H8",7.5,"no",13200,0.172,0.166,9,295,8,0.02075
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",13200,0.193,0.175,32,1770,9,0.04175
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",13200,0.183,0.17,29,1785,10,0.03175
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",13200,0.181,0.169,31,1784,11,0.02975
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",13200,0.179,0.165,27,1772,12,0.02775
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",14400,0.154,0.145,59,3200,1,0.00275
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",14400,0.145,0.136,51,3148,2,-0.00625
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",14400,0.165,0.156,65,3168,3,0.01375
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",14400,0.141,0.132,53,3223,4,-0.01025
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",14400,0.147,0.14,6,230,5,-0.00425
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",14400,0.157,0.15,3,209,6,0.00575
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",14400,0.156,0.151,5,215,7,0.00475
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",14400,0.156,0.149,5,220,8,0.00475
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",14400,0.153,0.145,27,1720,9,0.00175
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",14400,0.154,0.146,34,1769,10,0.00275
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",14400,0.163,0.156,30,1779,11,0.01175
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",14400,0.165,0.156,30,1775,12,0.01375
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",14400,0.147,0.138,49,3234,1,-0.00425
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",14400,0.159,0.145,48,3185,2,0.00775000000000001
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",14400,0.182,0.163,54,3026,3,0.03075
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",14400,0.164,0.151,43,3171,4,0.01275
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",14400,0.159,0.152,4,302,5,0.00775000000000001
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",14400,0.158,0.149,7,281,6,0.00675000000000001
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",14400,0.16,0.153,9,281,7,0.00875000000000001
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",14400,0.164,0.157,8,278,8,0.01275
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",14400,0.216,0.197,24,1772,9,0.06475
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",14400,0.2,0.181,28,1792,10,0.04875
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",14400,0.201,0.183,33,1790,11,0.04975
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",14400,0.225,0.201,34,1818,12,0.07375
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",14400,0.162,0.15,51,3128,1,0.01075
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",14400,0.163,0.153,52,3194,2,0.01175
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",14400,0.16,0.147,51,3140,3,0.00875000000000001
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",14400,0.167,0.156,52,3177,4,0.01575
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",14400,0.161,0.153,4,258,5,0.00975000000000001
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",14400,0.162,0.153,6,259,6,0.01075
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",14400,0.173,0.164,6,270,7,0.02175
"P.pudita","blank","blank","Pp","BG11",0.001,30,4,"C",8,"C8",7.5,"no",14400,0.173,0.162,7,254,8,0.02175
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,1,"C",9,"C9",7.2,"no",14400,0.177,0.167,27,1721,9,0.02575
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,2,"C",10,"C10",7.2,"no",14400,0.181,0.173,29,1780,10,0.02975
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,3,"C",11,"C11",7.2,"no",14400,0.177,0.168,34,1740,11,0.02575
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,4,"C",12,"C12",7.2,"no",14400,0.181,0.172,26,1769,12,0.02975
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,1,"D",1,"D1",7,"no",14400,0.145,0.137,55,3218,1,-0.00625
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,2,"D",2,"D2",7,"yes",14400,0.144,0.134,54,3174,2,-0.00725000000000001
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,3,"D",3,"D3",7,"no",14400,0.147,0.138,54,3156,3,-0.00425
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,4,"D",4,"D4",7,"no",14400,0.146,0.138,58,3211,4,-0.00525
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,1,"D",5,"D5",7.5,"no",14400,0.157,0.151,7,223,5,0.00575
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,2,"D",6,"D6",7.5,"no",14400,0.142,0.136,4,220,6,-0.00925000000000001
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,3,"D",7,"D7",7.5,"no",14400,0.155,0.15,7,215,7,0.00375
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,4,"D",8,"D8",7.5,"no",14400,0.147,0.142,6,216,8,-0.00425
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,1,"D",9,"D9",7.2,"no",14400,0.157,0.148,25,1754,9,0.00575
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,2,"D",10,"D10",7.2,"no",14400,0.16,0.151,31,1736,10,0.00875000000000001
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,3,"D",11,"D11",7.2,"no",14400,0.157,0.15,32,1736,11,0.00575
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,4,"D",12,"D12",7.2,"no",14400,0.168,0.157,26,1736,12,0.01675
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,1,"E",1,"E1",7,"no",14400,0.15,0.139,46,3061,1,-0.00125
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,2,"E",2,"E2",7,"no",14400,0.153,0.143,52,3137,2,0.00175
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,3,"E",3,"E3",7,"no",14400,0.157,0.147,46,3197,3,0.00575
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,4,"E",4,"E4",7,"no",14400,0.151,0.14,49,3127,4,-0.00025
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,1,"E",5,"E5",7.5,"no",14400,0.156,0.147,9,267,5,0.00475
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,2,"E",6,"E6",7.5,"no",14400,0.162,0.153,11,266,6,0.01075
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,3,"E",7,"E7",7.5,"no",14400,0.162,0.152,7,276,7,0.01075
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,4,"E",8,"E8",7.5,"no",14400,0.181,0.174,7,255,8,0.02975
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,1,"E",9,"E9",7.2,"no",14400,0.199,0.185,69,1830,9,0.04775
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,2,"E",10,"E10",7.2,"no",14400,0.201,0.188,28,1792,10,0.04975
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,3,"E",11,"E11",7.2,"no",14400,0.203,0.188,31,1740,11,0.05175
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,4,"E",12,"E12",7.2,"no",14400,0.178,0.169,34,1766,12,0.02675
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,1,"F",1,"F1",7,"no",14400,0.146,0.135,51,3116,1,-0.00525
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,2,"F",2,"F2",7,"no",14400,0.149,0.14,53,3157,2,-0.00225
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,3,"F",3,"F3",7,"no",14400,0.149,0.139,49,3101,3,-0.00225
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,4,"F",4,"F4",7,"no",14400,0.158,0.147,51,3179,4,0.00675000000000001
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",14400,0.151,0.145,6,254,5,-0.00025
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",14400,0.153,0.145,7,250,6,0.00175
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",14400,0.167,0.16,6,263,7,0.01575
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",14400,0.169,0.161,9,265,8,0.01775
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",14400,0.183,0.17,27,1802,9,0.03175
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",14400,0.197,0.183,28,1765,10,0.04575
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",14400,0.197,0.181,32,1753,11,0.04575
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",14400,0.199,0.184,32,1773,12,0.04775
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",14400,0.148,0.138,56,3069,1,-0.00325
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",14400,0.148,0.138,50,3131,2,-0.00325
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",14400,0.153,0.142,50,3185,3,0.00175
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",14400,0.148,0.139,50,3088,4,-0.00325
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",14400,0.173,0.163,1,273,5,0.02175
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",14400,0.171,0.16,7,278,6,0.01975
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",14400,0.189,0.173,2,272,7,0.03775
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",14400,0.18,0.171,9,268,8,0.02875
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",14400,0.175,0.167,29,1740,9,0.02375
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",14400,0.171,0.163,31,1769,10,0.01975
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",14400,0.185,0.176,31,1754,11,0.03375
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",14400,0.166,0.156,31,1720,12,0.01475
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",14400,0.155,0.144,53,3098,1,0.00375
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",14400,0.154,0.144,55,3199,2,0.00275
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,3,"H",3,"H3",7,"no",14400,0.162,0.152,46,3068,3,0.01075
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,4,"H",4,"H4",7,"no",14400,0.152,0.143,47,3131,4,0.000750000000000001
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,1,"H",5,"H5",7.5,"no",14400,0.161,0.152,11,269,5,0.00975000000000001
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,2,"H",6,"H6",7.5,"no",14400,0.168,0.158,6,258,6,0.01675
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,3,"H",7,"H7",7.5,"no",14400,0.172,0.162,8,288,7,0.02075
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,4,"H",8,"H8",7.5,"no",14400,0.179,0.17,8,282,8,0.02775
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",14400,0.21,0.189,30,1772,9,0.05875
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",14400,0.193,0.177,30,1800,10,0.04175
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",14400,0.189,0.176,32,1779,11,0.03775
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",14400,0.191,0.175,24,1744,12,0.03975
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",15600,0.154,0.145,54,3177,1,0.0035
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",15600,0.144,0.136,53,3170,2,-0.00650000000000001
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",15600,0.163,0.155,61,3173,3,0.0125
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",15600,0.141,0.132,54,3269,4,-0.00950000000000001
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",15600,0.147,0.14,6,235,5,-0.0035
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",15600,0.157,0.15,8,220,6,0.00650000000000001
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",15600,0.156,0.151,4,223,7,0.0055
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",15600,0.156,0.149,4,232,8,0.0055
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",15600,0.153,0.145,29,1759,9,0.0025
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",15600,0.154,0.146,33,1775,10,0.0035
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",15600,0.163,0.155,30,1772,11,0.0125
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",15600,0.164,0.156,31,1784,12,0.0135
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",15600,0.149,0.139,49,3222,1,-0.0015
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",15600,0.164,0.148,52,3155,2,0.0135
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",15600,0.194,0.174,53,3022,3,0.0435
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",15600,0.171,0.156,52,3174,4,0.0205
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",15600,0.161,0.153,13,306,5,0.0105
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",15600,0.16,0.151,4,290,6,0.00950000000000001
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",15600,0.163,0.154,6,289,7,0.0125
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",15600,0.166,0.158,3,277,8,0.0155
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",15600,0.226,0.204,30,1839,9,0.0755
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",15600,0.211,0.19,28,1800,10,0.0605
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",15600,0.219,0.196,31,1805,11,0.0685
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",15600,0.244,0.215,27,1891,12,0.0935
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",15600,0.178,0.163,54,3125,1,0.0275
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",15600,0.176,0.163,52,3176,2,0.0255
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",15600,0.178,0.165,56,3146,3,0.0275
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",15600,0.181,0.167,52,3168,4,0.0305
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",15600,0.17,0.158,8,261,5,0.0195
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",15600,0.17,0.159,6,272,6,0.0195
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",15600,0.181,0.169,8,265,7,0.0305
"P.pudita","blank","blank","Pp","BG11",0.001,30,4,"C",8,"C8",7.5,"no",15600,0.18,0.166,8,268,8,0.0295
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,1,"C",9,"C9",7.2,"no",15600,0.178,0.167,29,1744,9,0.0275
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,2,"C",10,"C10",7.2,"no",15600,0.192,0.182,28,1758,10,0.0415
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,3,"C",11,"C11",7.2,"no",15600,0.187,0.176,34,1759,11,0.0365
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,4,"C",12,"C12",7.2,"no",15600,0.194,0.183,26,1790,12,0.0435
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,1,"D",1,"D1",7,"no",15600,0.145,0.137,53,3162,1,-0.0055
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,2,"D",2,"D2",7,"yes",15600,0.144,0.134,48,3137,2,-0.00650000000000001
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,3,"D",3,"D3",7,"no",15600,0.147,0.138,54,3196,3,-0.0035
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,4,"D",4,"D4",7,"no",15600,0.146,0.138,58,3226,4,-0.0045
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,1,"D",5,"D5",7.5,"no",15600,0.158,0.151,9,216,5,0.00750000000000001
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,2,"D",6,"D6",7.5,"no",15600,0.143,0.137,6,218,6,-0.00750000000000001
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,3,"D",7,"D7",7.5,"no",15600,0.155,0.15,10,225,7,0.0045
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,4,"D",8,"D8",7.5,"no",15600,0.148,0.142,7,218,8,-0.0025
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,1,"D",9,"D9",7.2,"no",15600,0.162,0.152,29,1771,9,0.0115
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,2,"D",10,"D10",7.2,"no",15600,0.163,0.153,27,1740,10,0.0125
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,3,"D",11,"D11",7.2,"no",15600,0.16,0.151,30,1738,11,0.00950000000000001
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,4,"D",12,"D12",7.2,"no",15600,0.169,0.157,33,1771,12,0.0185
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,1,"E",1,"E1",7,"no",15600,0.154,0.142,53,3094,1,0.0035
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,2,"E",2,"E2",7,"no",15600,0.157,0.145,49,3109,2,0.00650000000000001
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,3,"E",3,"E3",7,"no",15600,0.161,0.149,49,3177,3,0.0105
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,4,"E",4,"E4",7,"no",15600,0.156,0.144,50,3171,4,0.0055
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,1,"E",5,"E5",7.5,"no",15600,0.159,0.15,10,265,5,0.00850000000000001
