"strain_1","strain_2","strain_3","name","media","init_OD","temperature","replicate","row","col","well","pH","anomalous","time","OD600","OD730","RFP","GFP","column","normalised_OD"
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,2,"E",6,"E6",7.5,"no",15600,0.167,0.157,8,274,6,0.0165
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,3,"E",7,"E7",7.5,"no",15600,0.167,0.155,8,262,7,0.0165
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,4,"E",8,"E8",7.5,"no",15600,0.182,0.175,4,244,8,0.0315
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,1,"E",9,"E9",7.2,"no",15600,0.205,0.19,68,1869,9,0.0545
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,2,"E",10,"E10",7.2,"no",15600,0.211,0.196,33,1772,10,0.0605
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,3,"E",11,"E11",7.2,"no",15600,0.211,0.194,33,1761,11,0.0605
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,4,"E",12,"E12",7.2,"no",15600,0.184,0.173,27,1743,12,0.0335
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,1,"F",1,"F1",7,"no",15600,0.147,0.136,44,3113,1,-0.0035
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,2,"F",2,"F2",7,"no",15600,0.149,0.14,54,3154,2,-0.0015
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,3,"F",3,"F3",7,"no",15600,0.149,0.139,53,3090,3,-0.0015
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,4,"F",4,"F4",7,"no",15600,0.159,0.148,47,3175,4,0.00850000000000001
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",15600,0.154,0.145,9,249,5,0.0035
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",15600,0.154,0.147,7,263,6,0.0035
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",15600,0.169,0.16,7,244,7,0.0185
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",15600,0.17,0.163,5,270,8,0.0195
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",15600,0.195,0.179,28,1779,9,0.0445
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",15600,0.206,0.191,29,1768,10,0.0555
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",15600,0.219,0.198,31,1767,11,0.0685
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",15600,0.212,0.193,34,1759,12,0.0615
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",15600,0.153,0.142,43,3099,1,0.0025
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",15600,0.15,0.14,56,3152,2,-5e-04
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",15600,0.157,0.145,52,3154,3,0.00650000000000001
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",15600,0.15,0.14,53,3054,4,-5e-04
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",15600,0.177,0.167,8,280,5,0.0265
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",15600,0.177,0.171,7,301,6,0.0265
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",15600,0.188,0.178,6,262,7,0.0375
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",15600,0.19,0.179,10,263,8,0.0395
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",15600,0.178,0.17,30,1764,9,0.0275
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",15600,0.174,0.166,35,1753,10,0.0235
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",15600,0.189,0.179,27,1732,11,0.0385
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",15600,0.17,0.16,30,1743,12,0.0195
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",15600,0.165,0.153,51,3070,1,0.0145
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",15600,0.156,0.145,50,3170,2,0.0055
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,3,"H",3,"H3",7,"no",15600,0.169,0.159,47,3025,3,0.0185
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,4,"H",4,"H4",7,"no",15600,0.155,0.145,50,3111,4,0.0045
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,1,"H",5,"H5",7.5,"no",15600,0.163,0.153,7,276,5,0.0125
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,2,"H",6,"H6",7.5,"no",15600,0.168,0.159,2,261,6,0.0175
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,3,"H",7,"H7",7.5,"no",15600,0.179,0.167,6,302,7,0.0285
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,4,"H",8,"H8",7.5,"no",15600,0.185,0.171,11,302,8,0.0345
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",15600,0.242,0.214,32,1808,9,0.0915
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",15600,0.201,0.186,29,1766,10,0.0505
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",15600,0.203,0.186,29,1769,11,0.0525
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",15600,0.201,0.184,32,1767,12,0.0505
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",16800,0.154,0.145,57,3177,1,0.0025
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",16800,0.145,0.136,49,3193,2,-0.00650000000000001
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",16800,0.166,0.156,56,3165,3,0.0145
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",16800,0.141,0.132,60,3231,4,-0.0105
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",16800,0.148,0.143,5,235,5,-0.0035
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",16800,0.157,0.15,7,210,6,0.0055
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",16800,0.156,0.152,0,216,7,0.0045
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",16800,0.154,0.149,8,218,8,0.0025
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",16800,0.153,0.145,26,1749,9,0.0015
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",16800,0.155,0.146,27,1755,10,0.0035
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",16800,0.164,0.156,27,1771,11,0.0125
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",16800,0.165,0.156,32,1753,12,0.0135
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",16800,0.151,0.14,47,3225,1,-5e-04
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",16800,0.17,0.153,53,3181,2,0.0185
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",16800,0.213,0.185,53,2974,3,0.0615
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",16800,0.179,0.163,51,3140,4,0.0275
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",16800,0.164,0.156,7,300,5,0.0125
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",16800,0.161,0.152,9,302,6,0.00950000000000001
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",16800,0.163,0.155,6,287,7,0.0115
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",16800,0.168,0.16,5,289,8,0.0165
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",16800,0.249,0.22,36,1901,9,0.0975
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",16800,0.232,0.203,31,1873,10,0.0805
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",16800,0.247,0.214,27,1867,11,0.0955
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",16800,0.267,0.23,34,2021,12,0.1155
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",16800,0.201,0.188,49,3104,1,0.0495
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",16800,0.202,0.184,49,3192,2,0.0505
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",16800,0.219,0.19,60,3105,3,0.0675
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",16800,0.21,0.19,54,3122,4,0.0585
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",16800,0.176,0.165,7,264,5,0.0245
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",16800,0.178,0.166,4,272,6,0.0265
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",16800,0.191,0.177,6,281,7,0.0395
"P.pudita","blank","blank","Pp","BG11",0.001,30,4,"C",8,"C8",7.5,"no",16800,0.184,0.174,6,261,8,0.0325
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,1,"C",9,"C9",7.2,"no",16800,0.2,0.187,32,1743,9,0.0485
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,2,"C",10,"C10",7.2,"no",16800,0.216,0.203,34,1760,10,0.0645
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,3,"C",11,"C11",7.2,"no",16800,0.213,0.197,28,1751,11,0.0615
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,4,"C",12,"C12",7.2,"no",16800,0.227,0.225,25,1726,12,0.0755
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,1,"D",1,"D1",7,"no",16800,0.145,0.137,55,3146,1,-0.00650000000000001
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,2,"D",2,"D2",7,"yes",16800,0.144,0.134,48,3165,2,-0.00750000000000001
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,3,"D",3,"D3",7,"no",16800,0.147,0.139,53,3180,3,-0.0045
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,4,"D",4,"D4",7,"no",16800,0.146,0.138,52,3217,4,-0.0055
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,1,"D",5,"D5",7.5,"no",16800,0.158,0.151,7,216,5,0.00650000000000001
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,2,"D",6,"D6",7.5,"no",16800,0.143,0.137,7,218,6,-0.00850000000000001
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,3,"D",7,"D7",7.5,"no",16800,0.156,0.149,4,221,7,0.0045
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,4,"D",8,"D8",7.5,"no",16800,0.148,0.141,7,237,8,-0.0035
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,1,"D",9,"D9",7.2,"no",16800,0.165,0.155,26,1719,9,0.0135
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,2,"D",10,"D10",7.2,"no",16800,0.166,0.156,35,1757,10,0.0145
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,3,"D",11,"D11",7.2,"no",16800,0.161,0.152,31,1737,11,0.00950000000000001
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,4,"D",12,"D12",7.2,"no",16800,0.173,0.161,30,1767,12,0.0215
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,1,"E",1,"E1",7,"no",16800,0.163,0.151,51,3084,1,0.0115
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,2,"E",2,"E2",7,"no",16800,0.165,0.152,56,3138,2,0.0135
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,3,"E",3,"E3",7,"no",16800,0.166,0.154,52,3155,3,0.0145
"S.oneidensis","P.pudita","blank","So + Pp","LB",0.001,30,4,"E",4,"E4",7,"no",16800,0.17,0.156,47,3147,4,0.0185
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,1,"E",5,"E5",7.5,"no",16800,0.166,0.154,10,274,5,0.0145
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,2,"E",6,"E6",7.5,"no",16800,0.173,0.161,8,273,6,0.0215
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,3,"E",7,"E7",7.5,"no",16800,0.17,0.16,9,272,7,0.0185
"S.oneidensis","P.pudita","blank","So + Pp","BG11",0.001,30,4,"E",8,"E8",7.5,"no",16800,0.184,0.177,6,248,8,0.0325
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,1,"E",9,"E9",7.2,"no",16800,0.224,0.205,64,1844,9,0.0725
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,2,"E",10,"E10",7.2,"no",16800,0.235,0.215,30,1808,10,0.0835
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,3,"E",11,"E11",7.2,"no",16800,0.231,0.211,29,1773,11,0.0795
"S.oneidensis","P.pudita","blank","So + Pp","LB + BG11",0.001,30,4,"E",12,"E12",7.2,"no",16800,0.19,0.178,29,1743,12,0.0385
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,1,"F",1,"F1",7,"no",16800,0.149,0.138,45,3084,1,-0.0025
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,2,"F",2,"F2",7,"no",16800,0.15,0.141,51,3175,2,-0.0015
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,3,"F",3,"F3",7,"no",16800,0.15,0.14,48,3070,3,-0.0015
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB",0.001,30,4,"F",4,"F4",7,"no",16800,0.159,0.148,48,3146,4,0.00750000000000001
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,1,"F",5,"F5",7.5,"no",16800,0.155,0.147,5,254,5,0.0035
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,2,"F",6,"F6",7.5,"no",16800,0.155,0.149,7,264,6,0.0035
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,3,"F",7,"F7",7.5,"no",16800,0.169,0.161,6,257,7,0.0175
"S.oneidensis","Synechocystis.sp","blank","So + Ss","BG11",0.001,30,4,"F",8,"F8",7.5,"no",16800,0.171,0.164,12,269,8,0.0195
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,1,"F",9,"F9",7.2,"no",16800,0.209,0.191,33,1816,9,0.0575
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,2,"F",10,"F10",7.2,"no",16800,0.218,0.2,31,1821,10,0.0665
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,3,"F",11,"F11",7.2,"no",16800,0.241,0.213,27,1831,11,0.0895
"S.oneidensis","Synechocystis.sp","blank","So + Ss","LB + BG11",0.001,30,4,"F",12,"F12",7.2,"no",16800,0.23,0.208,31,1798,12,0.0785
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,1,"G",1,"G1",7,"no",16800,0.162,0.152,50,3088,1,0.0105
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,2,"G",2,"G2",7,"no",16800,0.154,0.143,47,3102,2,0.0025
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,3,"G",3,"G3",7,"no",16800,0.163,0.15,47,3149,3,0.0115
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB",0.001,30,4,"G",4,"G4",7,"no",16800,0.153,0.143,46,3045,4,0.0015
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,1,"G",5,"G5",7.5,"no",16800,0.186,0.175,6,287,5,0.0345
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,2,"G",6,"G6",7.5,"no",16800,0.186,0.172,12,292,6,0.0345
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,3,"G",7,"G7",7.5,"no",16800,0.201,0.189,7,263,7,0.0495
"P.pudita","Synechocystis.sp","blank","Pp + Ss","BG11",0.001,30,4,"G",8,"G8",7.5,"no",16800,0.196,0.182,8,266,8,0.0445
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,1,"G",9,"G9",7.2,"no",16800,0.185,0.176,31,1758,9,0.0335
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,2,"G",10,"G10",7.2,"no",16800,0.182,0.174,29,1745,10,0.0305
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,3,"G",11,"G11",7.2,"no",16800,0.198,0.189,31,1721,11,0.0465
"P.pudita","Synechocystis.sp","blank","Pp + Ss","LB + BG11",0.001,30,4,"G",12,"G12",7.2,"no",16800,0.177,0.167,30,1756,12,0.0255
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,1,"H",1,"H1",7,"no",16800,0.194,0.176,46,3030,1,0.0425
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,2,"H",2,"H2",7,"no",16800,0.16,0.149,54,3160,2,0.00850000000000001
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,3,"H",3,"H3",7,"no",16800,0.186,0.175,50,3000,3,0.0345
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB",0.001,30,4,"H",4,"H4",7,"no",16800,0.159,0.148,54,3064,4,0.00750000000000001
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,1,"H",5,"H5",7.5,"no",16800,0.167,0.156,8,282,5,0.0155
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,2,"H",6,"H6",7.5,"no",16800,0.172,0.162,8,270,6,0.0205
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,3,"H",7,"H7",7.5,"no",16800,0.187,0.172,11,296,7,0.0355
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","BG11",0.001,30,4,"H",8,"H8",7.5,"no",16800,0.19,0.178,4,314,8,0.0385
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,1,"H",9,"H9",7.2,"no",16800,0.269,0.236,32,1834,9,0.1175
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,2,"H",10,"H10",7.2,"no",16800,0.218,0.197,35,1804,10,0.0665
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,3,"H",11,"H11",7.2,"no",16800,0.221,0.201,31,1804,11,0.0695
"S.oneidensis","P.pudita","Synechocystis.sp","So + Pp + Ss","LB + BG11",0.001,30,4,"H",12,"H12",7.2,"no",16800,0.221,0.2,29,1816,12,0.0695
"blank","blank","blank","Negative","LB",0.001,30,1,"A",1,"A1",7,"no",18000,0.154,0.145,55,3185,1,0.0025
"blank","blank","blank","Negative","LB",0.001,30,2,"A",2,"A2",7,"no",18000,0.145,0.135,60,3165,2,-0.00650000000000001
"blank","blank","blank","Negative","LB",0.001,30,3,"A",3,"A3",7,"no",18000,0.166,0.156,62,3182,3,0.0145
"blank","blank","blank","Negative","LB",0.001,30,4,"A",4,"A4",7,"no",18000,0.141,0.132,49,3221,4,-0.0105
"blank","blank","blank","Negative","BG11",0.001,30,1,"A",5,"A5",7.5,"no",18000,0.147,0.139,7,232,5,-0.0045
"blank","blank","blank","Negative","BG11",0.001,30,2,"A",6,"A6",7.5,"no",18000,0.156,0.151,7,227,6,0.0045
"blank","blank","blank","Negative","BG11",0.001,30,3,"A",7,"A7",7.5,"no",18000,0.156,0.152,4,221,7,0.0045
"blank","blank","blank","Negative","BG11",0.001,30,4,"A",8,"A8",7.5,"no",18000,0.156,0.151,5,219,8,0.0045
"blank","blank","blank","Negative","LB + BG11",0.001,30,1,"A",9,"A9",7.2,"no",18000,0.156,0.146,33,1763,9,0.0045
"blank","blank","blank","Negative","LB + BG11",0.001,30,2,"A",10,"A10",7.2,"no",18000,0.16,0.15,30,1760,10,0.00850000000000001
"blank","blank","blank","Negative","LB + BG11",0.001,30,3,"A",11,"A11",7.2,"no",18000,0.166,0.157,30,1761,11,0.0145
"blank","blank","blank","Negative","LB + BG11",0.001,30,4,"A",12,"A12",7.2,"no",18000,0.169,0.158,27,1749,12,0.0175
"S.oneidensis","blank","blank","So","LB",0.001,30,1,"B",1,"B1",7,"no",18000,0.153,0.142,51,3213,1,0.0015
"S.oneidensis","blank","blank","So","LB",0.001,30,2,"B",2,"B2",7,"no",18000,0.181,0.161,52,3154,2,0.0295
"S.oneidensis","blank","blank","So","LB",0.001,30,3,"B",3,"B3",7,"no",18000,0.232,0.199,54,2880,3,0.0805
"S.oneidensis","blank","blank","So","LB",0.001,30,4,"B",4,"B4",7,"no",18000,0.191,0.171,52,3138,4,0.0395
"S.oneidensis","blank","blank","So","BG11",0.001,30,1,"B",5,"B5",7.5,"no",18000,0.165,0.155,5,325,5,0.0135
"S.oneidensis","blank","blank","So","BG11",0.001,30,2,"B",6,"B6",7.5,"no",18000,0.163,0.153,5,308,6,0.0115
"S.oneidensis","blank","blank","So","BG11",0.001,30,3,"B",7,"B7",7.5,"no",18000,0.165,0.157,10,294,7,0.0135
"S.oneidensis","blank","blank","So","BG11",0.001,30,4,"B",8,"B8",7.5,"no",18000,0.169,0.16,7,291,8,0.0175
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,1,"B",9,"B9",7.2,"no",18000,0.284,0.244,31,2005,9,0.1325
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,2,"B",10,"B10",7.2,"no",18000,0.262,0.225,27,1958,10,0.1105
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,3,"B",11,"B11",7.2,"no",18000,0.273,0.233,31,1963,11,0.1215
"S.oneidensis","blank","blank","So","LB + BG11",0.001,30,4,"B",12,"B12",7.2,"no",18000,0.289,0.247,29,2053,12,0.1375
"P.pudita","blank","blank","Pp","LB",0.001,30,1,"C",1,"C1",7,"no",18000,0.256,0.223,48,3011,1,0.1045
"P.pudita","blank","blank","Pp","LB",0.001,30,2,"C",2,"C2",7,"no",18000,0.263,0.222,55,3057,2,0.1115
"P.pudita","blank","blank","Pp","LB",0.001,30,3,"C",3,"C3",7,"no",18000,0.241,0.207,58,3030,3,0.0895
"P.pudita","blank","blank","Pp","LB",0.001,30,4,"C",4,"C4",7,"no",18000,0.246,0.218,55,3046,4,0.0945
"P.pudita","blank","blank","Pp","BG11",0.001,30,1,"C",5,"C5",7.5,"no",18000,0.188,0.174,8,274,5,0.0365
"P.pudita","blank","blank","Pp","BG11",0.001,30,2,"C",6,"C6",7.5,"no",18000,0.187,0.173,6,279,6,0.0355
"P.pudita","blank","blank","Pp","BG11",0.001,30,3,"C",7,"C7",7.5,"no",18000,0.196,0.184,9,271,7,0.0445
"P.pudita","blank","blank","Pp","BG11",0.001,30,4,"C",8,"C8",7.5,"no",18000,0.194,0.179,10,261,8,0.0425
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,1,"C",9,"C9",7.2,"no",18000,0.27,0.256,24,1690,9,0.1185
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,2,"C",10,"C10",7.2,"no",18000,0.302,0.276,23,1712,10,0.1505
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,3,"C",11,"C11",7.2,"no",18000,0.257,0.263,28,1734,11,0.1055
"P.pudita","blank","blank","Pp","LB + BG11",0.001,30,4,"C",12,"C12",7.2,"no",18000,0.301,0.272,28,1721,12,0.1495
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,1,"D",1,"D1",7,"no",18000,0.145,0.137,53,3160,1,-0.00650000000000001
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,2,"D",2,"D2",7,"yes",18000,0.144,0.134,55,3182,2,-0.00750000000000001
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,3,"D",3,"D3",7,"no",18000,0.147,0.138,51,3195,3,-0.0045
"Synechocystis.sp","blank","blank","Ss","LB",0.001,30,4,"D",4,"D4",7,"no",18000,0.146,0.137,53,3237,4,-0.0055
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,1,"D",5,"D5",7.5,"no",18000,0.157,0.151,4,217,5,0.0055
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,2,"D",6,"D6",7.5,"no",18000,0.142,0.137,5,224,6,-0.00950000000000001
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,3,"D",7,"D7",7.5,"no",18000,0.154,0.149,6,224,7,0.0025
"Synechocystis.sp","blank","blank","Ss","BG11",0.001,30,4,"D",8,"D8",7.5,"no",18000,0.148,0.141,11,217,8,-0.0035
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,1,"D",9,"D9",7.2,"no",18000,0.167,0.157,30,1721,9,0.0155
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,2,"D",10,"D10",7.2,"no",18000,0.169,0.158,31,1762,10,0.0175
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,3,"D",11,"D11",7.2,"no",18000,0.162,0.154,30,1720,11,0.0105
"Synechocystis.sp","blank","blank","Ss","LB + BG11",0.001,30,4,"D",12,"D12",7.2,"no",18000,0.173,0.163,30,1750,12,0.0215
