strain_1,strain_2,strain_3,name,media,init_OD,temperature,replicate,row,col,well,pH,anomalous,time,OD600,OD730,column
blank,blank,blank,Negative,LB + BG11,0.001,30,4,A,12,A12,7.2,no,26400,0.236,0.208,12
S.oneidensis,blank,blank,So,LB,0.001,30,1,B,1,B1,7,no,26400,0.233,0.199,1
S.oneidensis,blank,blank,So,LB,0.001,30,2,B,2,B2,7,no,26400,0.392,0.311,2
S.oneidensis,blank,blank,So,LB,0.001,30,3,B,3,B3,7,no,26400,0.455,0.354,3
S.oneidensis,blank,blank,So,LB,0.001,30,4,B,4,B4,7,no,26400,0.372,0.302,4
S.oneidensis,blank,blank,So,BG11,0.001,30,1,B,5,B5,7.5,no,26400,0.192,0.177,5
S.oneidensis,blank,blank,So,BG11,0.001,30,2,B,6,B6,7.5,no,26400,0.188,0.173,6
S.oneidensis,blank,blank,So,BG11,0.001,30,3,B,7,B7,7.5,no,26400,0.189,0.174,7
S.oneidensis,blank,blank,So,BG11,0.001,30,4,B,8,B8,7.5,no,26400,0.187,0.174,8
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,1,B,9,B9,7.2,no,26400,0.591,0.458,9
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,2,B,10,B10,7.2,no,26400,0.558,0.433,10
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,3,B,11,B11,7.2,no,26400,0.569,0.443,11
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,4,B,12,B12,7.2,no,26400,0.585,0.46,12
P.pudita,blank,blank,Pp,LB,0.001,30,1,C,1,C1,7,no,26400,0.603,0.523,1
P.pudita,blank,blank,Pp,LB,0.001,30,2,C,2,C2,7,no,26400,0.633,0.527,2
P.pudita,blank,blank,Pp,LB,0.001,30,3,C,3,C3,7,no,26400,0.658,0.555,3
P.pudita,blank,blank,Pp,LB,0.001,30,4,C,4,C4,7,no,26400,0.594,0.506,4
P.pudita,blank,blank,Pp,BG11,0.001,30,1,C,5,C5,7.5,no,26400,0.18,0.165,5
P.pudita,blank,blank,Pp,BG11,0.001,30,2,C,6,C6,7.5,no,26400,0.18,0.167,6
P.pudita,blank,blank,Pp,BG11,0.001,30,3,C,7,C7,7.5,no,26400,0.191,0.177,7
P.pudita,blank,blank,Pp,BG11,0.001,30,4,C,8,C8,7.5,no,26400,0.197,0.18,8
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,1,C,9,C9,7.2,no,26400,0.54,0.462,9
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,2,C,10,C10,7.2,no,26400,0.554,0.48,10
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,3,C,11,C11,7.2,no,26400,0.549,0.461,11
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,4,C,12,C12,7.2,no,26400,0.595,0.51,12
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,1,D,1,D1,7,no,26400,0.144,0.135,1
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,2,D,2,D2,7,yes,26400,0.144,0.134,2
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,3,D,3,D3,7,no,26400,0.146,0.137,3
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,4,D,4,D4,7,no,26400,0.145,0.136,4
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,1,D,5,D5,7.5,no,26400,0.158,0.151,5
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,2,D,6,D6,7.5,no,26400,0.143,0.138,6
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,3,D,7,D7,7.5,no,26400,0.155,0.151,7
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,4,D,8,D8,7.5,no,26400,0.148,0.142,8
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,1,D,9,D9,7.2,no,26400,0.232,0.208,9
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,2,D,10,D10,7.2,no,26400,0.264,0.229,10
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,3,D,11,D11,7.2,no,26400,0.282,0.244,11
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,4,D,12,D12,7.2,no,26400,0.26,0.228,12
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,1,E,1,E1,7,no,26400,0.639,0.531,1
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,2,E,2,E2,7,no,26400,0.536,0.459,2
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,3,E,3,E3,7,no,26400,0.489,0.425,3
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,4,E,4,E4,7,no,26400,0.613,0.521,4
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,1,E,5,E5,7.5,no,26400,0.184,0.167,5
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,2,E,6,E6,7.5,no,26400,0.188,0.171,6
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,3,E,7,E7,7.5,no,26400,0.189,0.173,7
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,4,E,8,E8,7.5,no,26400,0.191,0.181,8
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,1,E,9,E9,7.2,no,26400,0.612,0.499,9
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,2,E,10,E10,7.2,no,26400,0.611,0.507,10
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,3,E,11,E11,7.2,no,26400,0.621,0.515,11
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,4,E,12,E12,7.2,no,26400,0.508,0.438,12
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,1,F,1,F1,7,no,26400,0.221,0.189,1
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,2,F,2,F2,7,no,26400,0.181,0.165,2
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,3,F,3,F3,7,no,26400,0.212,0.185,3
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,4,F,4,F4,7,no,26400,0.204,0.181,4
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,1,F,5,F5,7.5,no,26400,0.173,0.16,5
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,2,F,6,F6,7.5,no,26400,0.172,0.16,6
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,3,F,7,F7,7.5,no,26400,0.182,0.172,7
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,4,F,8,F8,7.5,no,26400,0.185,0.175,8
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,1,F,9,F9,7.2,no,26400,0.501,0.407,9
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,2,F,10,F10,7.2,no,26400,0.449,0.373,10
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,3,F,11,F11,7.2,no,26400,0.542,0.435,11
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,4,F,12,F12,7.2,no,26400,0.518,0.422,12
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,1,G,1,G1,7,no,26400,0.545,0.46,1
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,2,G,2,G2,7,no,26400,0.456,0.389,2
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,3,G,3,G3,7,no,26400,0.459,0.405,3
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,4,G,4,G4,7,no,26400,0.503,0.421,4
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,1,G,5,G5,7.5,no,26400,0.209,0.19,5
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,2,G,6,G6,7.5,no,26400,0.201,0.184,6
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,3,G,7,G7,7.5,no,26400,0.201,0.186,7
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,4,G,8,G8,7.5,no,26400,0.202,0.183,8
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,1,G,9,G9,7.2,no,26400,0.556,0.472,9
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,2,G,10,G10,7.2,no,26400,0.549,0.477,10
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,3,G,11,G11,7.2,no,26400,0.55,0.467,11
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,4,G,12,G12,7.2,no,26400,0.56,0.471,12
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,1,H,1,H1,7,no,26400,0.643,0.542,1
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,2,H,2,H2,7,no,26400,0.447,0.378,2
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,3,H,3,H3,7,no,26400,0.614,0.519,3
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,4,H,4,H4,7,no,26400,0.562,0.469,4
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,1,H,5,H5,7.5,no,26400,0.185,0.17,5
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,2,H,6,H6,7.5,no,26400,0.195,0.168,6
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,3,H,7,H7,7.5,no,26400,0.192,0.175,7
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,4,H,8,H8,7.5,no,26400,0.201,0.186,8
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,1,H,9,H9,7.2,no,26400,0.719,0.605,9
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,2,H,10,H10,7.2,no,26400,0.668,0.555,10
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,3,H,11,H11,7.2,no,26400,0.743,0.616,11
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,4,H,12,H12,7.2,no,26400,0.752,0.622,12
blank,blank,blank,Negative,LB,0.001,30,1,A,1,A1,7,no,27600,0.153,0.144,1
blank,blank,blank,Negative,LB,0.001,30,2,A,2,A2,7,no,27600,0.145,0.136,2
blank,blank,blank,Negative,LB,0.001,30,3,A,3,A3,7,no,27600,0.166,0.157,3
blank,blank,blank,Negative,LB,0.001,30,4,A,4,A4,7,no,27600,0.141,0.131,4
blank,blank,blank,Negative,BG11,0.001,30,1,A,5,A5,7.5,no,27600,0.146,0.141,5
blank,blank,blank,Negative,BG11,0.001,30,2,A,6,A6,7.5,no,27600,0.156,0.151,6
blank,blank,blank,Negative,BG11,0.001,30,3,A,7,A7,7.5,no,27600,0.157,0.153,7
blank,blank,blank,Negative,BG11,0.001,30,4,A,8,A8,7.5,no,27600,0.156,0.151,8
blank,blank,blank,Negative,LB + BG11,0.001,30,1,A,9,A9,7.2,no,27600,0.172,0.158,9
blank,blank,blank,Negative,LB + BG11,0.001,30,2,A,10,A10,7.2,no,27600,0.228,0.196,10
blank,blank,blank,Negative,LB + BG11,0.001,30,3,A,11,A11,7.2,no,27600,0.182,0.169,11
blank,blank,blank,Negative,LB + BG11,0.001,30,4,A,12,A12,7.2,no,27600,0.259,0.223,12
S.oneidensis,blank,blank,So,LB,0.001,30,1,B,1,B1,7,no,27600,0.258,0.218,1
S.oneidensis,blank,blank,So,LB,0.001,30,2,B,2,B2,7,no,27600,0.434,0.343,2
S.oneidensis,blank,blank,So,LB,0.001,30,3,B,3,B3,7,no,27600,0.485,0.375,3
S.oneidensis,blank,blank,So,LB,0.001,30,4,B,4,B4,7,no,27600,0.398,0.321,4
S.oneidensis,blank,blank,So,BG11,0.001,30,1,B,5,B5,7.5,no,27600,0.194,0.178,5
S.oneidensis,blank,blank,So,BG11,0.001,30,2,B,6,B6,7.5,no,27600,0.192,0.175,6
S.oneidensis,blank,blank,So,BG11,0.001,30,3,B,7,B7,7.5,no,27600,0.19,0.177,7
S.oneidensis,blank,blank,So,BG11,0.001,30,4,B,8,B8,7.5,no,27600,0.189,0.175,8
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,1,B,9,B9,7.2,no,27600,0.642,0.491,9
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,2,B,10,B10,7.2,no,27600,0.608,0.465,10
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,3,B,11,B11,7.2,no,27600,0.621,0.475,11
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,4,B,12,B12,7.2,no,27600,0.633,0.49,12
P.pudita,blank,blank,Pp,LB,0.001,30,1,C,1,C1,7,no,27600,0.69,0.577,1
P.pudita,blank,blank,Pp,LB,0.001,30,2,C,2,C2,7,no,27600,0.673,0.568,2
P.pudita,blank,blank,Pp,LB,0.001,30,3,C,3,C3,7,no,27600,0.701,0.582,3
P.pudita,blank,blank,Pp,LB,0.001,30,4,C,4,C4,7,no,27600,0.675,0.563,4
P.pudita,blank,blank,Pp,BG11,0.001,30,1,C,5,C5,7.5,no,27600,0.177,0.163,5
P.pudita,blank,blank,Pp,BG11,0.001,30,2,C,6,C6,7.5,no,27600,0.179,0.165,6
P.pudita,blank,blank,Pp,BG11,0.001,30,3,C,7,C7,7.5,no,27600,0.189,0.175,7
P.pudita,blank,blank,Pp,BG11,0.001,30,4,C,8,C8,7.5,no,27600,0.195,0.177,8
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,1,C,9,C9,7.2,no,27600,0.623,0.524,9
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,2,C,10,C10,7.2,no,27600,0.641,0.542,10
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,3,C,11,C11,7.2,no,27600,0.618,0.523,11
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,4,C,12,C12,7.2,no,27600,0.667,0.559,12
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,1,D,1,D1,7,no,27600,0.144,0.135,1
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,2,D,2,D2,7,yes,27600,0.144,0.134,2
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,3,D,3,D3,7,no,27600,0.146,0.137,3
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,4,D,4,D4,7,no,27600,0.145,0.136,4
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,1,D,5,D5,7.5,no,27600,0.157,0.15,5
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,2,D,6,D6,7.5,no,27600,0.144,0.137,6
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,3,D,7,D7,7.5,no,27600,0.155,0.149,7
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,4,D,8,D8,7.5,no,27600,0.15,0.142,8
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,1,D,9,D9,7.2,no,27600,0.241,0.214,9
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,2,D,10,D10,7.2,no,27600,0.273,0.236,10
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,3,D,11,D11,7.2,no,27600,0.301,0.255,11
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,4,D,12,D12,7.2,no,27600,0.275,0.239,12
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,1,E,1,E1,7,no,27600,0.677,0.565,1
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,2,E,2,E2,7,no,27600,0.595,0.513,2
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,3,E,3,E3,7,no,27600,0.576,0.497,3
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,4,E,4,E4,7,no,27600,0.657,0.567,4
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,1,E,5,E5,7.5,no,27600,0.181,0.165,5
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,2,E,6,E6,7.5,no,27600,0.184,0.168,6
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,3,E,7,E7,7.5,no,27600,0.188,0.172,7
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,4,E,8,E8,7.5,no,27600,0.189,0.179,8
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,1,E,9,E9,7.2,no,27600,0.662,0.557,9
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,2,E,10,E10,7.2,no,27600,0.66,0.557,10
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,3,E,11,E11,7.2,no,27600,0.671,0.566,11
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,4,E,12,E12,7.2,no,27600,0.559,0.472,12
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,1,F,1,F1,7,no,27600,0.249,0.208,1
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,2,F,2,F2,7,no,27600,0.194,0.174,2
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,3,F,3,F3,7,no,27600,0.238,0.203,3
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,4,F,4,F4,7,no,27600,0.223,0.195,4
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,1,F,5,F5,7.5,no,27600,0.175,0.163,5
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,2,F,6,F6,7.5,no,27600,0.177,0.165,6
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,3,F,7,F7,7.5,no,27600,0.184,0.173,7
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,4,F,8,F8,7.5,no,27600,0.187,0.176,8
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,1,F,9,F9,7.2,no,27600,0.543,0.434,9
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,2,F,10,F10,7.2,no,27600,0.477,0.397,10
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,3,F,11,F11,7.2,no,27600,0.584,0.466,11
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,4,F,12,F12,7.2,no,27600,0.564,0.451,12
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,1,G,1,G1,7,no,27600,0.596,0.501,1
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,2,G,2,G2,7,no,27600,0.476,0.414,2
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,3,G,3,G3,7,no,27600,0.484,0.418,3
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,4,G,4,G4,7,no,27600,0.563,0.462,4
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,1,G,5,G5,7.5,no,27600,0.209,0.19,5
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,2,G,6,G6,7.5,no,27600,0.201,0.183,6
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,3,G,7,G7,7.5,no,27600,0.199,0.184,7
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,4,G,8,G8,7.5,no,27600,0.2,0.181,8
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,1,G,9,G9,7.2,no,27600,0.594,0.492,9
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,2,G,10,G10,7.2,no,27600,0.592,0.493,10
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,3,G,11,G11,7.2,no,27600,0.596,0.499,11
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,4,G,12,G12,7.2,no,27600,0.59,0.499,12
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,1,H,1,H1,7,no,27600,0.697,0.576,1
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,2,H,2,H2,7,no,27600,0.524,0.45,2
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,3,H,3,H3,7,no,27600,0.689,0.562,3
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,4,H,4,H4,7,no,27600,0.656,0.55,4
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,1,H,5,H5,7.5,no,27600,0.188,0.171,5
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,2,H,6,H6,7.5,no,27600,0.19,0.173,6
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,3,H,7,H7,7.5,no,27600,0.191,0.173,7
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,4,H,8,H8,7.5,no,27600,0.199,0.183,8
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,1,H,9,H9,7.2,no,27600,0.76,0.63,9
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,2,H,10,H10,7.2,no,27600,0.743,0.612,10
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,3,H,11,H11,7.2,no,27600,0.77,0.636,11
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,4,H,12,H12,7.2,no,27600,0.787,0.645,12
blank,blank,blank,Negative,LB,0.001,30,1,A,1,A1,7,no,28800,0.153,0.144,1
blank,blank,blank,Negative,LB,0.001,30,2,A,2,A2,7,no,28800,0.144,0.135,2
blank,blank,blank,Negative,LB,0.001,30,3,A,3,A3,7,no,28800,0.165,0.156,3
blank,blank,blank,Negative,LB,0.001,30,4,A,4,A4,7,no,28800,0.141,0.132,4
blank,blank,blank,Negative,BG11,0.001,30,1,A,5,A5,7.5,no,28800,0.147,0.144,5
blank,blank,blank,Negative,BG11,0.001,30,2,A,6,A6,7.5,no,28800,0.157,0.152,6
blank,blank,blank,Negative,BG11,0.001,30,3,A,7,A7,7.5,no,28800,0.157,0.152,7
blank,blank,blank,Negative,BG11,0.001,30,4,A,8,A8,7.5,no,28800,0.155,0.149,8
blank,blank,blank,Negative,LB + BG11,0.001,30,1,A,9,A9,7.2,no,28800,0.18,0.166,9
blank,blank,blank,Negative,LB + BG11,0.001,30,2,A,10,A10,7.2,no,28800,0.22,0.197,10
blank,blank,blank,Negative,LB + BG11,0.001,30,3,A,11,A11,7.2,no,28800,0.188,0.175,11
blank,blank,blank,Negative,LB + BG11,0.001,30,4,A,12,A12,7.2,no,28800,0.258,0.226,12
S.oneidensis,blank,blank,So,LB,0.001,30,1,B,1,B1,7,no,28800,0.287,0.239,1
S.oneidensis,blank,blank,So,LB,0.001,30,2,B,2,B2,7,no,28800,0.465,0.365,2
S.oneidensis,blank,blank,So,LB,0.001,30,3,B,3,B3,7,no,28800,0.515,0.402,3
S.oneidensis,blank,blank,So,LB,0.001,30,4,B,4,B4,7,no,28800,0.419,0.339,4
S.oneidensis,blank,blank,So,BG11,0.001,30,1,B,5,B5,7.5,no,28800,0.193,0.178,5
S.oneidensis,blank,blank,So,BG11,0.001,30,2,B,6,B6,7.5,no,28800,0.193,0.175,6
S.oneidensis,blank,blank,So,BG11,0.001,30,3,B,7,B7,7.5,no,28800,0.192,0.176,7
S.oneidensis,blank,blank,So,BG11,0.001,30,4,B,8,B8,7.5,no,28800,0.189,0.177,8
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,1,B,9,B9,7.2,no,28800,0.665,0.514,9
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,2,B,10,B10,7.2,no,28800,0.631,0.486,10
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,3,B,11,B11,7.2,no,28800,0.642,0.496,11
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,4,B,12,B12,7.2,no,28800,0.652,0.507,12
P.pudita,blank,blank,Pp,LB,0.001,30,1,C,1,C1,7,no,28800,0.706,0.597,1
P.pudita,blank,blank,Pp,LB,0.001,30,2,C,2,C2,7,no,28800,0.692,0.585,2
P.pudita,blank,blank,Pp,LB,0.001,30,3,C,3,C3,7,no,28800,0.717,0.594,3
P.pudita,blank,blank,Pp,LB,0.001,30,4,C,4,C4,7,no,28800,0.681,0.575,4
P.pudita,blank,blank,Pp,BG11,0.001,30,1,C,5,C5,7.5,no,28800,0.176,0.161,5
P.pudita,blank,blank,Pp,BG11,0.001,30,2,C,6,C6,7.5,no,28800,0.177,0.163,6
P.pudita,blank,blank,Pp,BG11,0.001,30,3,C,7,C7,7.5,no,28800,0.187,0.174,7
P.pudita,blank,blank,Pp,BG11,0.001,30,4,C,8,C8,7.5,no,28800,0.192,0.175,8
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,1,C,9,C9,7.2,no,28800,0.662,0.559,9
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,2,C,10,C10,7.2,no,28800,0.678,0.57,10
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,3,C,11,C11,7.2,no,28800,0.657,0.554,11
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,4,C,12,C12,7.2,no,28800,0.707,0.594,12
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,1,D,1,D1,7,no,28800,0.144,0.135,1
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,2,D,2,D2,7,yes,28800,0.144,0.134,2
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,3,D,3,D3,7,no,28800,0.146,0.137,3
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,4,D,4,D4,7,no,28800,0.145,0.136,4
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,1,D,5,D5,7.5,no,28800,0.157,0.151,5
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,2,D,6,D6,7.5,no,28800,0.144,0.138,6
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,3,D,7,D7,7.5,no,28800,0.156,0.151,7
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,4,D,8,D8,7.5,no,28800,0.149,0.142,8
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,1,D,9,D9,7.2,no,28800,0.254,0.226,9
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,2,D,10,D10,7.2,no,28800,0.281,0.242,10
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,3,D,11,D11,7.2,no,28800,0.303,0.261,11
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,4,D,12,D12,7.2,no,28800,0.27,0.24,12
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,1,E,1,E1,7,no,28800,0.736,0.615,1
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,2,E,2,E2,7,no,28800,0.647,0.556,2
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,3,E,3,E3,7,no,28800,0.613,0.538,3
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,4,E,4,E4,7,no,28800,0.693,0.595,4
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,1,E,5,E5,7.5,no,28800,0.178,0.163,5
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,2,E,6,E6,7.5,no,28800,0.182,0.167,6
