strain_1,strain_2,strain_3,name,media,init_OD,temperature,replicate,row,col,well,pH,anomalous,time,OD600,OD730,column
P.pudita,blank,blank,Pp,BG11,0.001,30,4,C,8,C8,7.5,no,37200,0.18,0.167,8
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,1,C,9,C9,7.2,no,37200,0.864,0.703,9
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,2,C,10,C10,7.2,no,37200,0.861,0.71,10
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,3,C,11,C11,7.2,no,37200,0.864,0.708,11
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,4,C,12,C12,7.2,no,37200,0.912,0.75,12
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,1,D,1,D1,7,no,37200,0.143,0.134,1
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,2,D,2,D2,7,yes,37200,0.148,0.138,2
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,3,D,3,D3,7,no,37200,0.146,0.137,3
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,4,D,4,D4,7,no,37200,0.144,0.135,4
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,1,D,5,D5,7.5,no,37200,0.158,0.151,5
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,2,D,6,D6,7.5,no,37200,0.143,0.137,6
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,3,D,7,D7,7.5,no,37200,0.157,0.15,7
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,4,D,8,D8,7.5,no,37200,0.146,0.14,8
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,1,D,9,D9,7.2,no,37200,0.418,0.339,9
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,2,D,10,D10,7.2,no,37200,0.438,0.354,10
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,3,D,11,D11,7.2,no,37200,0.391,0.328,11
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,4,D,12,D12,7.2,no,37200,0.424,0.352,12
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,1,E,1,E1,7,no,37200,0.805,0.661,1
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,2,E,2,E2,7,no,37200,0.843,0.702,2
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,3,E,3,E3,7,no,37200,0.782,0.654,3
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,4,E,4,E4,7,no,37200,0.825,0.686,4
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,1,E,5,E5,7.5,no,37200,0.172,0.157,5
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,2,E,6,E6,7.5,no,37200,0.177,0.163,6
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,3,E,7,E7,7.5,no,37200,0.178,0.164,7
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,4,E,8,E8,7.5,no,37200,0.183,0.174,8
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,1,E,9,E9,7.2,no,37200,0.941,0.78,9
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,2,E,10,E10,7.2,no,37200,0.926,0.768,10
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,3,E,11,E11,7.2,no,37200,0.942,0.783,11
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,4,E,12,E12,7.2,no,37200,0.938,0.775,12
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,1,F,1,F1,7,no,37200,0.508,0.399,1
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,2,F,2,F2,7,no,37200,0.452,0.37,2
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,3,F,3,F3,7,no,37200,0.55,0.437,3
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,4,F,4,F4,7,no,37200,0.518,0.404,4
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,1,F,5,F5,7.5,no,37200,0.181,0.166,5
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,2,F,6,F6,7.5,no,37200,0.183,0.167,6
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,3,F,7,F7,7.5,no,37200,0.193,0.178,7
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,4,F,8,F8,7.5,no,37200,0.199,0.182,8
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,1,F,9,F9,7.2,no,37200,0.815,0.65,9
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,2,F,10,F10,7.2,no,37200,0.78,0.623,10
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,3,F,11,F11,7.2,no,37200,0.845,0.679,11
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,4,F,12,F12,7.2,no,37200,0.865,0.693,12
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,1,G,1,G1,7,no,37200,0.771,0.64,1
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,2,G,2,G2,7,no,37200,0.803,0.669,2
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,3,G,3,G3,7,no,37200,0.799,0.67,3
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,4,G,4,G4,7,no,37200,0.784,0.652,4
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,1,G,5,G5,7.5,no,37200,0.202,0.182,5
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,2,G,6,G6,7.5,no,37200,0.196,0.178,6
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,3,G,7,G7,7.5,no,37200,0.188,0.175,7
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,4,G,8,G8,7.5,no,37200,0.183,0.168,8
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,1,G,9,G9,7.2,no,37200,0.788,0.656,9
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,2,G,10,G10,7.2,no,37200,0.84,0.698,10
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,3,G,11,G11,7.2,no,37200,0.81,0.674,11
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,4,G,12,G12,7.2,no,37200,0.868,0.718,12
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,1,H,1,H1,7,no,37200,0.828,0.681,1
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,2,H,2,H2,7,no,37200,0.772,0.63,2
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,3,H,3,H3,7,no,37200,0.859,0.714,3
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,4,H,4,H4,7,no,37200,0.784,0.649,4
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,1,H,5,H5,7.5,no,37200,0.177,0.162,5
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,2,H,6,H6,7.5,no,37200,0.18,0.165,6
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,3,H,7,H7,7.5,no,37200,0.183,0.167,7
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,4,H,8,H8,7.5,no,37200,0.21,0.189,8
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,1,H,9,H9,7.2,no,37200,0.939,0.772,9
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,2,H,10,H10,7.2,no,37200,1.068,0.898,10
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,3,H,11,H11,7.2,no,37200,0.94,0.78,11
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,4,H,12,H12,7.2,no,37200,0.949,0.785,12
blank,blank,blank,Negative,LB,0.001,30,1,A,1,A1,7,no,38400,0.152,0.143,1
blank,blank,blank,Negative,LB,0.001,30,2,A,2,A2,7,no,38400,0.143,0.134,2
blank,blank,blank,Negative,LB,0.001,30,3,A,3,A3,7,no,38400,0.165,0.157,3
blank,blank,blank,Negative,LB,0.001,30,4,A,4,A4,7,no,38400,0.14,0.131,4
blank,blank,blank,Negative,BG11,0.001,30,1,A,5,A5,7.5,no,38400,0.145,0.139,5
blank,blank,blank,Negative,BG11,0.001,30,2,A,6,A6,7.5,no,38400,0.155,0.148,6
blank,blank,blank,Negative,BG11,0.001,30,3,A,7,A7,7.5,no,38400,0.156,0.15,7
blank,blank,blank,Negative,BG11,0.001,30,4,A,8,A8,7.5,no,38400,0.154,0.148,8
blank,blank,blank,Negative,LB + BG11,0.001,30,1,A,9,A9,7.2,no,38400,0.435,0.323,9
blank,blank,blank,Negative,LB + BG11,0.001,30,2,A,10,A10,7.2,no,38400,0.449,0.334,10
blank,blank,blank,Negative,LB + BG11,0.001,30,3,A,11,A11,7.2,no,38400,0.359,0.294,11
blank,blank,blank,Negative,LB + BG11,0.001,30,4,A,12,A12,7.2,no,38400,0.461,0.353,12
S.oneidensis,blank,blank,So,LB,0.001,30,1,B,1,B1,7,no,38400,0.521,0.412,1
S.oneidensis,blank,blank,So,LB,0.001,30,2,B,2,B2,7,no,38400,0.726,0.55,2
S.oneidensis,blank,blank,So,LB,0.001,30,3,B,3,B3,7,no,38400,0.734,0.56,3
S.oneidensis,blank,blank,So,LB,0.001,30,4,B,4,B4,7,no,38400,0.552,0.454,4
S.oneidensis,blank,blank,So,BG11,0.001,30,1,B,5,B5,7.5,no,38400,0.217,0.191,5
S.oneidensis,blank,blank,So,BG11,0.001,30,2,B,6,B6,7.5,no,38400,0.203,0.18,6
S.oneidensis,blank,blank,So,BG11,0.001,30,3,B,7,B7,7.5,no,38400,0.207,0.187,7
S.oneidensis,blank,blank,So,BG11,0.001,30,4,B,8,B8,7.5,no,38400,0.206,0.184,8
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,1,B,9,B9,7.2,no,38400,0.927,0.728,9
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,2,B,10,B10,7.2,no,38400,0.921,0.717,10
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,3,B,11,B11,7.2,no,38400,0.933,0.729,11
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,4,B,12,B12,7.2,no,38400,0.951,0.741,12
P.pudita,blank,blank,Pp,LB,0.001,30,1,C,1,C1,7,no,38400,0.948,0.798,1
P.pudita,blank,blank,Pp,LB,0.001,30,2,C,2,C2,7,no,38400,0.953,0.797,2
P.pudita,blank,blank,Pp,LB,0.001,30,3,C,3,C3,7,no,38400,0.892,0.732,3
P.pudita,blank,blank,Pp,LB,0.001,30,4,C,4,C4,7,no,38400,0.921,0.762,4
P.pudita,blank,blank,Pp,BG11,0.001,30,1,C,5,C5,7.5,no,38400,0.171,0.157,5
P.pudita,blank,blank,Pp,BG11,0.001,30,2,C,6,C6,7.5,no,38400,0.171,0.158,6
P.pudita,blank,blank,Pp,BG11,0.001,30,3,C,7,C7,7.5,no,38400,0.181,0.168,7
P.pudita,blank,blank,Pp,BG11,0.001,30,4,C,8,C8,7.5,no,38400,0.179,0.166,8
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,1,C,9,C9,7.2,no,38400,0.924,0.745,9
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,2,C,10,C10,7.2,no,38400,0.926,0.752,10
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,3,C,11,C11,7.2,no,38400,0.926,0.751,11
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,4,C,12,C12,7.2,no,38400,0.992,0.81,12
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,1,D,1,D1,7,no,38400,0.143,0.134,1
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,2,D,2,D2,7,yes,38400,0.151,0.14,2
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,3,D,3,D3,7,no,38400,0.146,0.137,3
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,4,D,4,D4,7,no,38400,0.144,0.134,4
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,1,D,5,D5,7.5,no,38400,0.158,0.15,5
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,2,D,6,D6,7.5,no,38400,0.144,0.137,6
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,3,D,7,D7,7.5,no,38400,0.157,0.15,7
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,4,D,8,D8,7.5,no,38400,0.15,0.142,8
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,1,D,9,D9,7.2,no,38400,0.439,0.344,9
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,2,D,10,D10,7.2,no,38400,0.444,0.352,10
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,3,D,11,D11,7.2,no,38400,0.413,0.336,11
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,4,D,12,D12,7.2,no,38400,0.39,0.328,12
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,1,E,1,E1,7,no,38400,0.842,0.687,1
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,2,E,2,E2,7,no,38400,0.912,0.755,2
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,3,E,3,E3,7,no,38400,0.841,0.695,3
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,4,E,4,E4,7,no,38400,0.895,0.739,4
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,1,E,5,E5,7.5,no,38400,0.172,0.157,5
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,2,E,6,E6,7.5,no,38400,0.177,0.162,6
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,3,E,7,E7,7.5,no,38400,0.178,0.164,7
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,4,E,8,E8,7.5,no,38400,0.183,0.174,8
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,1,E,9,E9,7.2,no,38400,1,0.827,9
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,2,E,10,E10,7.2,no,38400,0.99,0.819,10
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,3,E,11,E11,7.2,no,38400,1.005,0.833,11
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,4,E,12,E12,7.2,no,38400,1.02,0.841,12
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,1,F,1,F1,7,no,38400,0.549,0.431,1
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,2,F,2,F2,7,no,38400,0.492,0.4,2
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,3,F,3,F3,7,no,38400,0.602,0.476,3
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,4,F,4,F4,7,no,38400,0.558,0.436,4
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,1,F,5,F5,7.5,no,38400,0.18,0.164,5
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,2,F,6,F6,7.5,no,38400,0.182,0.167,6
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,3,F,7,F7,7.5,no,38400,0.192,0.177,7
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,4,F,8,F8,7.5,no,38400,0.196,0.181,8
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,1,F,9,F9,7.2,no,38400,0.875,0.699,9
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,2,F,10,F10,7.2,no,38400,0.809,0.652,10
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,3,F,11,F11,7.2,no,38400,0.922,0.732,11
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,4,F,12,F12,7.2,no,38400,0.93,0.741,12
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,1,G,1,G1,7,no,38400,0.843,0.7,1
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,2,G,2,G2,7,no,38400,0.875,0.736,2
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,3,G,3,G3,7,no,38400,0.796,0.663,3
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB,0.001,30,4,G,4,G4,7,no,38400,0.827,0.685,4
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,1,G,5,G5,7.5,no,38400,0.201,0.182,5
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,2,G,6,G6,7.5,no,38400,0.196,0.177,6
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,3,G,7,G7,7.5,no,38400,0.188,0.175,7
P.pudita,Synechocystis.sp,blank,Pp + Ss,BG11,0.001,30,4,G,8,G8,7.5,no,38400,0.182,0.168,8
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,1,G,9,G9,7.2,no,38400,0.812,0.672,9
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,2,G,10,G10,7.2,no,38400,0.88,0.726,10
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,3,G,11,G11,7.2,no,38400,0.826,0.682,11
P.pudita,Synechocystis.sp,blank,Pp + Ss,LB + BG11,0.001,30,4,G,12,G12,7.2,no,38400,0.922,0.754,12
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,1,H,1,H1,7,no,38400,0.879,0.723,1
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,2,H,2,H2,7,no,38400,0.836,0.681,2
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,3,H,3,H3,7,no,38400,0.931,0.771,3
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB,0.001,30,4,H,4,H4,7,no,38400,0.824,0.675,4
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,1,H,5,H5,7.5,no,38400,0.178,0.162,5
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,2,H,6,H6,7.5,no,38400,0.179,0.164,6
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,3,H,7,H7,7.5,no,38400,0.183,0.167,7
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,BG11,0.001,30,4,H,8,H8,7.5,no,38400,0.208,0.19,8
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,1,H,9,H9,7.2,no,38400,0.992,0.818,9
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,2,H,10,H10,7.2,no,38400,1.118,0.939,10
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,3,H,11,H11,7.2,no,38400,0.99,0.821,11
S.oneidensis,P.pudita,Synechocystis.sp,So + Pp + Ss,LB + BG11,0.001,30,4,H,12,H12,7.2,no,38400,0.988,0.817,12
blank,blank,blank,Negative,LB,0.001,30,1,A,1,A1,7,no,39600,0.152,0.142,1
blank,blank,blank,Negative,LB,0.001,30,2,A,2,A2,7,no,39600,0.143,0.134,2
blank,blank,blank,Negative,LB,0.001,30,3,A,3,A3,7,no,39600,0.164,0.156,3
blank,blank,blank,Negative,LB,0.001,30,4,A,4,A4,7,no,39600,0.14,0.132,4
blank,blank,blank,Negative,BG11,0.001,30,1,A,5,A5,7.5,no,39600,0.145,0.138,5
blank,blank,blank,Negative,BG11,0.001,30,2,A,6,A6,7.5,no,39600,0.154,0.149,6
blank,blank,blank,Negative,BG11,0.001,30,3,A,7,A7,7.5,no,39600,0.156,0.15,7
blank,blank,blank,Negative,BG11,0.001,30,4,A,8,A8,7.5,no,39600,0.153,0.149,8
blank,blank,blank,Negative,LB + BG11,0.001,30,1,A,9,A9,7.2,no,39600,0.428,0.35,9
blank,blank,blank,Negative,LB + BG11,0.001,30,2,A,10,A10,7.2,no,39600,0.43,0.352,10
blank,blank,blank,Negative,LB + BG11,0.001,30,3,A,11,A11,7.2,no,39600,0.365,0.308,11
blank,blank,blank,Negative,LB + BG11,0.001,30,4,A,12,A12,7.2,no,39600,0.447,0.367,12
S.oneidensis,blank,blank,So,LB,0.001,30,1,B,1,B1,7,no,39600,0.531,0.431,1
S.oneidensis,blank,blank,So,LB,0.001,30,2,B,2,B2,7,no,39600,0.722,0.557,2
S.oneidensis,blank,blank,So,LB,0.001,30,3,B,3,B3,7,no,39600,0.754,0.585,3
S.oneidensis,blank,blank,So,LB,0.001,30,4,B,4,B4,7,no,39600,0.595,0.488,4
S.oneidensis,blank,blank,So,BG11,0.001,30,1,B,5,B5,7.5,no,39600,0.213,0.187,5
S.oneidensis,blank,blank,So,BG11,0.001,30,2,B,6,B6,7.5,no,39600,0.209,0.186,6
S.oneidensis,blank,blank,So,BG11,0.001,30,3,B,7,B7,7.5,no,39600,0.207,0.186,7
S.oneidensis,blank,blank,So,BG11,0.001,30,4,B,8,B8,7.5,no,39600,0.212,0.187,8
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,1,B,9,B9,7.2,no,39600,0.9,0.717,9
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,2,B,10,B10,7.2,no,39600,0.89,0.703,10
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,3,B,11,B11,7.2,no,39600,0.901,0.719,11
S.oneidensis,blank,blank,So,LB + BG11,0.001,30,4,B,12,B12,7.2,no,39600,0.912,0.724,12
P.pudita,blank,blank,Pp,LB,0.001,30,1,C,1,C1,7,no,39600,0.926,0.78,1
P.pudita,blank,blank,Pp,LB,0.001,30,2,C,2,C2,7,no,39600,0.936,0.782,2
P.pudita,blank,blank,Pp,LB,0.001,30,3,C,3,C3,7,no,39600,0.889,0.735,3
P.pudita,blank,blank,Pp,LB,0.001,30,4,C,4,C4,7,no,39600,0.905,0.76,4
P.pudita,blank,blank,Pp,BG11,0.001,30,1,C,5,C5,7.5,no,39600,0.171,0.157,5
P.pudita,blank,blank,Pp,BG11,0.001,30,2,C,6,C6,7.5,no,39600,0.171,0.158,6
P.pudita,blank,blank,Pp,BG11,0.001,30,3,C,7,C7,7.5,no,39600,0.181,0.168,7
P.pudita,blank,blank,Pp,BG11,0.001,30,4,C,8,C8,7.5,no,39600,0.179,0.166,8
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,1,C,9,C9,7.2,no,39600,0.871,0.715,9
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,2,C,10,C10,7.2,no,39600,0.856,0.711,10
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,3,C,11,C11,7.2,no,39600,0.864,0.714,11
P.pudita,blank,blank,Pp,LB + BG11,0.001,30,4,C,12,C12,7.2,no,39600,0.914,0.756,12
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,1,D,1,D1,7,no,39600,0.143,0.134,1
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,2,D,2,D2,7,yes,39600,0.162,0.15,2
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,3,D,3,D3,7,no,39600,0.146,0.137,3
Synechocystis.sp,blank,blank,Ss,LB,0.001,30,4,D,4,D4,7,no,39600,0.144,0.134,4
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,1,D,5,D5,7.5,no,39600,0.158,0.15,5
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,2,D,6,D6,7.5,no,39600,0.143,0.137,6
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,3,D,7,D7,7.5,no,39600,0.157,0.15,7
Synechocystis.sp,blank,blank,Ss,BG11,0.001,30,4,D,8,D8,7.5,no,39600,0.149,0.142,8
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,1,D,9,D9,7.2,no,39600,0.488,0.39,9
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,2,D,10,D10,7.2,no,39600,0.476,0.386,10
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,3,D,11,D11,7.2,no,39600,0.432,0.355,11
Synechocystis.sp,blank,blank,Ss,LB + BG11,0.001,30,4,D,12,D12,7.2,no,39600,0.412,0.345,12
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,1,E,1,E1,7,no,39600,0.837,0.687,1
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,2,E,2,E2,7,no,39600,0.865,0.718,2
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,3,E,3,E3,7,no,39600,0.824,0.686,3
S.oneidensis,P.pudita,blank,So + Pp,LB,0.001,30,4,E,4,E4,7,no,39600,0.869,0.722,4
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,1,E,5,E5,7.5,no,39600,0.172,0.156,5
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,2,E,6,E6,7.5,no,39600,0.177,0.162,6
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,3,E,7,E7,7.5,no,39600,0.178,0.164,7
S.oneidensis,P.pudita,blank,So + Pp,BG11,0.001,30,4,E,8,E8,7.5,no,39600,0.183,0.174,8
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,1,E,9,E9,7.2,no,39600,0.956,0.797,9
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,2,E,10,E10,7.2,no,39600,0.94,0.785,10
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,3,E,11,E11,7.2,no,39600,0.957,0.798,11
S.oneidensis,P.pudita,blank,So + Pp,LB + BG11,0.001,30,4,E,12,E12,7.2,no,39600,0.966,0.807,12
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,1,F,1,F1,7,no,39600,0.557,0.437,1
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,2,F,2,F2,7,no,39600,0.528,0.427,2
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,3,F,3,F3,7,no,39600,0.629,0.496,3
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB,0.001,30,4,F,4,F4,7,no,39600,0.565,0.446,4
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,1,F,5,F5,7.5,no,39600,0.18,0.164,5
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,2,F,6,F6,7.5,no,39600,0.182,0.166,6
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,3,F,7,F7,7.5,no,39600,0.192,0.176,7
S.oneidensis,Synechocystis.sp,blank,So + Ss,BG11,0.001,30,4,F,8,F8,7.5,no,39600,0.195,0.18,8
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,1,F,9,F9,7.2,no,39600,0.879,0.696,9
S.oneidensis,Synechocystis.sp,blank,So + Ss,LB + BG11,0.001,30,2,F,10,F10,7.2,no,39600,0.842,0.675,10
